,word,word_cut
846,电动阀门,电动阀n 门n
847,电力调速系统,电力n 调速v 系统n
848,励磁继电器,励磁n 继电器n
849,激励继电器,激励v 继电器n
850,高压电瓷绝缘子,高压电n 瓷n 绝缘子n
851,任选板,任选v 板ng
852,选配电路板,选配v 电路板n
853,选择板,选择v 板ng
854,振荡线圈,振荡v 线圈n
855,过压继电器,过压n 继电器n
856,功率因素继电器,功率n 因素n 继电器n
857,超压防护,超压v 防护v
858,不对称负载保护装置,不d 对称v 负载v 保护装置n
859,保护设备,保护v 设备vn
860,防护设备,防护v 设备vn
861,保护电抗器,保护v 电抗器n
862,保护屏,保护v 屏n
863,保护开关,保护v 开关v
864,绝缘子帽,绝缘子n 帽zg
865,绝缘子串,绝缘子n 串v
866,绝缘子闪络,绝缘子n 闪络n
867,绝缘子角形避雷器,绝缘子n 角形n 避雷器n
868,绝缘子托架,绝缘子n 托架n
869,阻抗补偿器,阻抗v 补偿器n
870,中心点电阻接地方式,中心点n 电阻n 接地v 方式n
871,电抗耦合,电抗vn 耦合vn
872,接合扼流圈,接合v 扼流圈l
873,电枢反应电抗,电枢n 反应vn 电抗vn
874,欠压继电器,欠压v 继电器n
875,电压差动继电器,电压n 差动n 继电器n
876,继电器保证启动值,继电器n 保证v 启动vn 值n
877,继电器操作跳闸,继电器n 操作v 跳闸v
878,继电器超限运行,继电器n 超限v 运行v
879,纵联差动保护,纵联n 差动n 保护v
880,电压互感器的相角差,电压n 互感器n 的uj 相角n 差a
881,零序电流,零序n 电流n
882,零序电流继电器,零序n 电流n 继电器n
883,断路器触点,断路器n 触点n
884,断路器按钮,断路器n 按钮n
885,瓦斯保护装置,瓦斯nrt 保护装置n
886,中性点接地,中性点n 接地v
887,内部故障,内部f 故障n
888,辅助触点,辅助vn 触点n
889,中性点接地自耦变压器,中性点n 接地v 自p 耦vn 变压器n
890,冲击继电器,冲击vn 继电器n
891,共模电压,共模n 电压n
892,阻抗失配,阻抗v 失配vn
893,间断角缝焊接,间断d 角缝n 焊接v
894,失步保护,失步vn 保护v
895,合闸线圈,合闸vn 线圈n
896,极化继电器,极化n 继电器n
897,功率方向继电器,功率n 方向n 继电器n
898,对地电容,对p 地n 电容n
899,潜动,潜动n
900,跳闸,跳闸v
901,跳闸开关,跳闸v 开关v
902,收信机,收信机n
903,高频测向器,高频b 测向v 器n
904,电容充电,电容n 充电v
905,时限过电流,时限n 过ug 电流n
906,冲击防护,冲击vn 防护v
907,振荡冲击,振荡v 冲击vn
908,五防装置,五m 防v 装置n
909,差动,差动n
910,电容电流,电容n 电流n
911,反时限,反zg 时限n
912,定时限,定v 时限n
913,分段限时继电器,分段n 限时n 继电器n
914,不平衡电流,不d 平衡a 电流n
915,闭锁重合闸,闭锁v 重合vn 闸n
916,主保护,主b 保护v
917,故障选线元件,故障n 选线n 元件n
918,故障类型,故障n 类型n
919,励磁涌流,励磁n 涌流v
920,比率制动,比率n 制动v
921,短路计算,短路n 计算v
922,潮流计算,潮流n 计算v
923,振荡反应性扰动,振荡v 反应vn 性n 扰动vn
924,准稳态,准稳态n
925,自动准同步,自动vn 准v 同步d
926,继电保护装置,继电保护n 装置n
927,交流重合闸继电器,交流n 重合vn 闸n 继电器n
928,信号继电器,信号n 继电器n
929,载波或导引线接受继电器,载波n 或c 导引v 线n 接受v 继电器n
930,限流继电器,限流n 继电器n
931,定时限继电器,定v 时限n 继电器n
932,闭锁继电器,闭锁v 继电器n
933,保持继电器,保持v 继电器n
934,出口继电器,出口vn 继电器n
935,微机继电保护,微机n 继电保护n
936,电压控制过电流继电器,电压n 控制v 过ug 电流n 继电器n
937,架空线,架空线n
938,高压线路,高压n 线路n
939,埋地电缆,埋v 地n 电缆n
940,无刷励磁,无刷v 励磁n
941,绕组间的绝缘,绕组n 间f 的uj 绝缘n
942,瓷绝缘子,瓷n 绝缘子n
943,联络线,联络线n
944,租用线路,租用v 线路n
945,专用线路,专用线路n
946,远程终端设备,远程n 终端设备nr
947,经济调度系统,经济n 调度n 系统n
948,状态估计,状态n 估计v
949,保护跳闸,保护v 跳闸v
950,保护合闸,保护v 合闸vn
951,操作内部过电压,操作v 内部f 过电压n
952,采样保持,采样v 保持v
953,操作,操作v
954,测量元件,测量vn 元件n
955,测量阻抗轨迹,测量vn 阻抗v 轨迹n
956,差模干扰,差模n 干扰v
957,出口执行元件,出口vn 执行v 元件n
958,低电压起动的过电流保护,低电压n 起动v 的uj 过n 电流n 保护v
959,低阻抗母线保护,低a 阻抗v 母线n 保护v
960,半周积分算法,半周t 积分ad 算法n
961,保护的整定配合,保护v 的uj 整定b 配合v
962,保护范围,保护v 范围n
963,保护配合时间阶段,保护v 配合v 时间n 阶段n
964,比率差动继电器,比率n 差动n 继电器n
965,电磁型继电器,电磁n 型k 继电器n
966,电流闭锁的电压速断保护,电流n 闭锁v 的uj 电压n 速断n 保护v
967,动作方程,动作n 方程n
968,判据,判据v
969,动作特性,动作n 特性n
970,谐波制动,谐波n 制动v
971,分相电流差动保护,分v 相电流n 差动n 保护v
972,分支系数,分支n 系数n
973,高频通道,高频b 通道v
974,高速数字信号采集系统,高速d 数字信号n 采集v 系统n
975,固定联结式母线保护,固定a 联结v 式k 母线n 保护v
976,故障录波器,故障n 录v 波器n
977,故障选相,故障n 选相v
978,光电耦合器件,光电j 耦合vn 器件n
979,补偿电压,补偿vn 电压n
980,极化电压,极化n 电压n
981,记忆回路,记忆n 回路v
982,解除闭锁信号,解除v 闭锁v 信号n
983,解列重合闸,解列v 重合vn 闸n
984,度接线,度zg 接线n
985,绝缘监视,绝缘n 监视v
986,两相星形接线方式,两m 相v 星形n 接线n 方式n
987,零模行波,零模n 行波n
988,逆相序保护,逆相序i 保护v
989,偏移特性阻抗继电器,偏移v 特性阻抗n 继电器n
990,起动断路器跳闸,起动v 断路器n 跳闸v
991,欠范围允许跳闸式,欠v 范围n 允许v 跳闸v 式k
992,轻瓦斯保护,轻a 瓦斯nrt 保护v
993,重瓦斯保护,重a 瓦斯nrt 保护v
994,瓦斯保护,瓦斯nrt 保护v
995,人机对话接口,人机对话l 接口v
996,三相一次重合闸,三相n 一次m 重合vn 闸n
997,失步,失步vn
998,重合于故障线路加速保护动作,重合vn 于p 故障n 线路n 加速v 保护v 动作n
999,突变信号分析,突变v 信号n 分析vn
1000,外汲电流,外f 汲v 电流n
1001,匝间短路,匝间n 短路n
1002,增量继电器,增量n 继电器n
1003,真空开关,真空开关l
1004,振荡闭锁,振荡v 闭锁v
1005,逐次逼进式,逐次d 逼进v 式k
1006,助增电流,助v 增v 电流n
1007,自动复归,自动vn 复归v
1008,自适应分相方向纵差保护,自p 适应v 分v 相v 方向n 纵差n 保护v
1009,自适应继电保护,自p 适应v 继电保护n
1010,纵联保护,纵联n 保护v
1011,最大灵敏角,最大a 灵敏nr 角n
1012,机电的,机电n 的uj
1013,电流幅值,电流n 幅值n
1014,输电线路异常运行,输电v 线路n 异常d 运行v
1015,数字信号处理器,数字n 信号处理器n
1016,电缆继电器,电缆n 继电器n
1017,低功率保护,低a 功率n 保护v
1018,低电压保护,低电压n 保护v
1019,暂态分析,暂态n 分析vn
1020,电压传感器,电压n 传感器n
1021,零序电流互感器,零序n 电流n 互感器n
1022,旁路,旁路ns
1023,并联,并联ns
1024,串联,串联ns
1025,级数,级数n
1026,无需支撑物的,无需v 支撑物n 的uj
1027,环形的,环形n 的uj
1028,曲面,曲面n
1029,螺旋管形,螺旋管n 形n
1030,套管,套管n
1031,磁化,磁化n
1032,回动电流,回v 动v 电流n
1033,中性点电抗接地系统,中性点n 电抗vn 接地系统l
1034,接地装置,接地装置n
1035,双总线,双n 总线n
1036,晶闸管,晶闸管n
1037,火花隙,火花n 隙ng
1038,阻尼电路,阻尼n 电路n
1039,放电,放电v
1040,线路陷波器,线路n 陷波n 器n
1041,实地试验,实地n 试验vn
1042,断开位置,断开v 位置v
1043,开路位置,开路n 位置v
1044,功角特性曲线,功角n 特性n 曲线n
1045,转矩角,转矩n 角n
1046,对称分量,对称v 分量n
1047,常量,常量n
1048,恒定,恒定nz
1049,耦合器,耦合vn 器n
1050,震动,震动vn
1051,滤波器,滤波器nz
1052,绝缘子,绝缘子n
1053,开关柜,开关柜n
1054,额定负载,额定负载b
1055,远距离控制设备,远距离n 控制v 设备vn
1056,电容,电容n
1057,电感,电感n
1058,内阻,内阻n
1059,消弧线圈,消v 弧线n 圈q
1060,分裂导线,分裂v 导线n
1061,分裂系数,分裂v 系数n
1062,引出线,引出v 线n
1063,电解质,电解质n
1064,电感耦合,电感n 耦合vn
1065,端电压,端电压n
1066,非线性特性,非线性b 特性n
1067,外特性,外f 特性n
1068,正弦电流,正弦n 电流n
1069,极对数,极d 对数n
1070,电枢,电枢n
1071,交变量,交v 变量vn
1072,互感电动势,互感n 电动势n
1073,外施电压,外施n 电压n
1074,零功率因数,零m 功率因数n
1075,空载功率因数,空载v 功率因数n
1076,正弦变量,正弦n 变量vn
1077,滞后的功率因数,滞后v 的uj 功率因数n
1078,等值电路,等值n 电路n
1079,电容效应,电容n 效应n
1080,直轴,直轴n
1081,交轴,交轴n
1082,集中绕组,集中v 绕组n
1083,磁化曲线,磁化n 曲线n
1084,剩磁,剩磁n
1085,额定电枢电流,额定b 电枢n 电流n
1086,自励,自励v
1087,他励,他r 励i
1088,电磁转矩,电磁n 转矩n
1089,制动转矩,制动v 转矩n
1090,矩形波,矩形n 波j
1091,电磁制动,电磁n 制动v
1092,同步电抗,同步d 电抗vn
1093,同步调相机,同步d 调v 相机d
1094,甩负荷,甩v 负荷n
1095,黑启动,黑a 启动vn
1096,配电馈线,配电vn 馈线n
1097,无功补偿器,无功a 补偿器n
1098,连续运行的额定值,连续a 运行v 的uj 额定值n
1099,人工智能,人工智能n
1100,网络拓补,网络n 拓补v
1101,组态控制,组态n 控制v
1102,拓补信息,拓补v 信息n
1103,停电区,停电v 区n
1104,自适应特性,自p 适应v 特性n
1105,相位比较继电器,相位v 比较d 继电器n
1106,方向触点,方向n 触点n
1107,保护间隙,保护v 间隙n
1108,保护接地,保护v 接地v
1109,保护绝缘,保护v 绝缘n
1110,保护帽,保护v 帽zg
1111,保护屏柜,保护v 屏柜n
1112,保护外壳,保护v 外壳n
1113,保护网,保护网n
1114,保护线路,保护v 线路n
1115,保护性接地,保护性n 接地v
1116,保护罩,保护v 罩v
1117,保护装置,保护装置n
1118,保护变压器,保护v 变压器n
1119,报警信号继电器,报警信号n 继电器n
1120,导纳型继电保护装置,导纳v 型k 继电保护n 装置n
1121,低压保护,低压v 保护v
1122,低电压跳闸,低电压n 跳闸v
1123,低电压自动跳闸,低电压n 自动vn 跳闸v
1124,低负荷运行,低a 负荷n 运行v
1125,低功率继电器,低a 功率n 继电器n
1126,低频保护,低频b 保护v
1127,低频高压实验,低频b 高压n 实验vn
1128,低压继电器,低压v 继电器n
1129,低压释放继电器,低压v 释放v 继电器n
1130,低周波保护,低a 周波nr 保护v
1131,低阻抗继电器,低a 阻抗v 继电器n
1132,电导继电器,电导n 继电器n
1133,电动机磁场故障继电器,电动机n 磁场n 故障n 继电器n
1134,电动式继电器,电动式n 继电器n
1135,电复位继电器,电n 复位v 继电器n
1136,电力传输继电器,电力n 传输vn 继电器n
1137,电力系统振荡,电力系统l 振荡v
1138,连锁继电器,连锁vn 继电器n
1139,电流过载,电流n 过载v
1140,电流极化继电器,电流n 极化n 继电器n
1141,电流平衡式继电器,电流n 平衡a 式k 继电器n
1142,电路控制继电器,电路n 控制v 继电器n
1143,电容继电器,电容n 继电器n
1144,电容接地,电容n 接地v
1145,电压平衡继电器,电压n 平衡a 继电器n
1146,电压响应继电器,电压n 响应v 继电器n
1147,电压选择继电器,电压n 选择v 继电器n
1148,电源故障,电源n 故障n
1149,电源切换继电器,电源n 切换v 继电器n
1150,电子管继电器,电子管n 继电器n
1151,电阻继电器,电阻n 继电器n
1152,定时继电器,定时d 继电器n
1153,定时脉冲继电器,定时d 脉冲n 继电器n
1154,方向过流继电器,方向n 过流n 继电器n
1155,方向过流保护,方向n 过流n 保护v
1156,方向距离继电器,方向n 距离n 继电器n
1157,方向纵联继电保护,方向n 纵联n 继电保护n
1158,断路继电器,断路n 继电器n
1159,断路器故障保护装置,断路器n 故障n 保护装置n
1160,断相继电器,断v 相继d 电器n
1161,对地漏电保护,对p 地n 漏电nz 保护v
1162,多次重合闸断路器,多次重m 合闸vn 断路器n
1163,多端线路保护,多端m 线路n 保护v
1164,多重接地,多重m 接地v
1165,二位置继电器,二m 位置v 继电器n
1166,发电机保护,发电机n 保护v
1167,发电机断路继电器,发电机n 断路n 继电器n
1168,发电机负序电流保护,发电机n 负序n 电流n 保护v
1169,发送继电器,发送v 继电器n
1170,反转时间继电器,反转v 时间n 继电器n
1171,辅助继电器,辅助vn 继电器n
1172,负相位继电器,负v 相位v 继电器n
1173,负相序继电器,负相序n 继电器n
1174,负载不足继电器,负载v 不足a 继电器n
1175,附加超速保护装置,附加v 超速v 保护装置n
1176,感应杯式继电器,感应v 杯式n 继电器n
1177,感应式继电器,感应式n 继电器n
1178,感应圆盘式继电器,感应v 圆盘式n 继电器n
1179,高灵敏度继电器,高灵敏度n 继电器n
1180,高速阻抗继电器,高速d 阻抗v 继电器n
1181,高压继电器,高压n 继电器n
1182,功率继电器,功率n 继电器n
1183,过渡阻抗,过渡v 阻抗v
1184,过热保护,过热v 保护v
1185,过热继电器,过热v 继电器n
1186,过载继电器,过载v 继电器n
1187,过载跳闸,过载v 跳闸v
1188,恒温继电器,恒温nz 继电器n
1189,合闸继电器,合闸vn 继电器n
1190,横差保护,横差n 保护v
1191,后备电源切换,后备n 电源n 切换v
1192,后备继电保护,后备n 继电保护n
1193,缓动继电器,缓动v 继电器n
1194,缓放继电器,缓放v 继电器n
1195,换流器继电器,换流器nz 继电器n
1196,机电继电器,机电n 继电器n
1197,极化差动继电保护系统,极化n 差动n 继电保护n 系统n
1198,鉴别继电器,鉴别v 继电器n
1199,晶体管继电器,晶体管n 继电器n
1200,晶体密闭继电器,晶体n 密闭v 继电器n
1201,静电继电器,静电n 继电器n
1202,快动缓释继电器,快动d 缓释v 继电器n
1203,快释放继电器,快a 释放v 继电器n
1204,失磁继电器,失磁n 继电器n
1205,两相短路故障,两m 相v 短路n 故障n
1206,两相接地短路故障,两m 相接v 地uv 短路n 故障n
1207,灵敏极化继电器,灵敏nr 极化n 继电器n
1208,灵敏继电器,灵敏nr 继电器n
1209,异常过载,异常d 过载v
1210,事故过电压,事故n 过电压n
1211,对地电势,对p 地n 电势n
1212,绝对电势,绝对d 电势n
1213,交流断路器,交流n 断路器n
1214,交流配电系统,交流n 配电vn 系统n
1215,空气灭弧断路器,空气n 灭弧n 断路器n
1216,空气吹弧开关,空气n 吹v 弧n 开关v
1217,空气制动开关,空气n 制动v 开关v
1218,空气断路器,空气n 断路器n
1219,空气绝缘电缆,空气n 绝缘n 电缆n
1220,带电的,带电v 的uj
1221,全部继电连锁,全部n 继电v 连锁vn
1222,全继电式选择器,全a 继电v 式k 选择器n
1223,灭弧线圈,灭弧n 线圈n
1224,灭弧电抗器,灭弧n 电抗器n
1225,不对称负载,不d 对称v 负载v
1226,不对称短路,不d 对称v 短路n
1227,异步电抗,异步d 电抗vn
1228,异步电阻,异步d 电阻n
1229,双向继电器,双向n 继电器n
1230,继电器吊牌,继电器n 吊牌n
1231,母线保护继电器,母线n 保护v 继电器n
1232,母线分段断路器,母线n 分段n 断路器n
1233,母线终端故障,母线n 终端n 故障n
1234,母线分离,母线n 分离v
1235,母线联络继电器,母线n 联络n 继电器n
1236,线圈系数,线圈n 系数n
1237,复合电路,复合v 电路n
1238,持续负载,持续vd 负载v
1239,计数继电器,计数n 继电器n
